source target weight
"purple heart" "smiling face with heart-eyes" 7
"purple heart" "smiling face with horns" 1
"purple heart" "smiling face with smiling eyes" 8
"purple heart" "smirking face" 1
"purple heart" snake 3
"purple heart" sparkles 45
"purple heart" "sparkling heart" 13
"purple heart" sunflower 1
"purple heart" t-shirt 1
"purple heart" "takeout box" 1
"purple heart" "thought balloon" 1
"purple heart" "thumbs down medium skin tone" 1
"purple heart" "two hearts" 16
"purple heart" "victory hand" 2
"purple heart" "victory hand light skin tone" 1
"purple heart" "white flag" 1
"purple heart" "white medium star" 2
"purple heart" "wilted flower" 4
"purple heart" "winking face" 1
"purple heart" "woman genie" 1
"purple heart" "yellow heart" 14
pushpin "artist palette" 1
pushpin "backhand index pointing right" 1
pushpin "blue heart" 1
pushpin "dim button" 1
pushpin dizzy 1
pushpin fire 1
pushpin "regional indicator symbol letter e" 1
pushpin sparkles 2
pushpin "white medium star" 1
"question mark" "hundred points" 1
"question mark" package 1
"question mark" "performing arts" 1
"question mark" "thinking face" 1
rabbit "crescent moon" 1
rabbit "desktop computer" 2
rabbit snowflake 1
rabbit "two hearts" 1
"rabbit face" "backhand index pointing right light skin tone" 1
"rabbit face" banana 1
"rabbit face" "blue heart" 2
"rabbit face" books 1
"rabbit face" "boxing glove" 1
"rabbit face" "cat face" 1
"rabbit face" "crossed swords" 1
"rabbit face" deer 1
"rabbit face" "dog face" 1
"rabbit face" "face with tears of joy" 1
"rabbit face" fire 1
"rabbit face" "front-facing baby chick" 1
"rabbit face" "green heart" 1
"rabbit face" "growing heart" 2
"rabbit face" "hatching chick" 1
"rabbit face" "heart suit" 1
"rabbit face" "high voltage" 2
"rabbit face" "hot springs" 1
"rabbit face" "milky way" 1
"rabbit face" "musical notes" 1
"rabbit face" "paw prints" 1
"rabbit face" "purple heart" 1
"rabbit face" "red heart" 2
"rabbit face" "regional indicator symbol letter p" 1
"rabbit face" shield 1
"rabbit face" "smiling face with smiling eyes" 1
"rabbit face" sparkles 5
"rabbit face" "tiger face" 2
"rabbit face" "two hearts" 6
"rabbit face" videocassette 1
"rabbit face" watermelon 1
"rabbit face" "zipper-mouth face" 1
"racing car" "black heart" 1
"racing car" "dashing away" 4
"racing car" "musical keyboard" 1
radio fire 1
"radio button" airplane 1
"radio button" "man artist" 1
rainbow "artist palette" 1
rainbow balloon 1
rainbow "black heart" 1
rainbow "broken heart" 1
rainbow "cherry blossom" 3
rainbow cigarette 1
rainbow cloud 2
rainbow "cloud with snow" 1
rainbow crab 1
rainbow crayon 2
rainbow "crescent moon" 3
rainbow dagger 12
rainbow deer 1
rainbow dizzy 6
rainbow "dog face" 3
rainbow "dollar banknote" 1
rainbow droplet 1
rainbow "face blowing a kiss" 1
rainbow fire 2
rainbow gemini 1
rainbow "globe showing americas" 1
rainbow "globe showing europe-africa" 1
rainbow "glowing star" 1
rainbow "green heart" 1
rainbow "heavy check mark" 1
rainbow "heavy large circle" 2
rainbow "high voltage" 1
rainbow "hugging face" 1
rainbow "hundred points" 1
rainbow kiss 1
rainbow "kissing face with closed eyes" 2
rainbow "kitchen knife" 28
rainbow "leaf fluttering in wind" 1
rainbow "milky way" 1
rainbow "mobile phone" 9
rainbow "money with wings" 1
rainbow mushroom 1
rainbow "night with stars" 1
rainbow "oncoming fist" 1
rainbow "orange heart" 1
rainbow "palm tree" 1
rainbow "princess dark skin tone" 1
rainbow "purple heart" 3
rainbow "red heart" 5
rainbow "red triangle pointed up" 2
rainbow rocket 2
rainbow "sheaf of rice" 1
rainbow shortcake 1
rainbow "smiling face" 1
rainbow "smiling face with 3 hearts" 1
rainbow "smiling face with smiling eyes" 1
rainbow sparkles 15
rainbow "sparkling heart" 4
rainbow "speaker high volume" 1
rainbow "sun with face" 2
rainbow sunrise 1
rainbow sushi 1
rainbow "teddy bear" 4
rainbow "two hearts" 5
rainbow umbrella 4
rainbow "unicorn face" 3
rainbow "upside-down face" 1
rainbow "victory hand" 1
rainbow "victory hand medium skin tone" 1
rainbow "video game" 1
rainbow "water wave" 1
rainbow "white medium star" 3
rainbow "wolf face" 1
rainbow "woman fairy" 2
rainbow "woman fairy medium skin tone" 1
"rainbow flag" "cherry blossom" 1
"rainbow flag" "clapping hands" 1
"rainbow flag" "face blowing a kiss" 1
"rainbow flag" "heavy heart exclamation" 1
"rainbow flag" metro 2
"rainbow flag" "person fencing" 1
"rainbow flag" "purple heart" 1
"rainbow flag" "sweat droplets" 2
"rainbow flag" "white medium star" 1
"raised back of hand" "artist palette" 1
"raised back of hand" "pleading face" 1
"raised back of hand" "red heart" 1
"raised fist" camera 1
"raised fist" "clapping hands" 1
"raised fist" eyes 1
"raised fist" "face with steam from nose" 1
"raised fist" "globe showing asia-australia" 1
"raised fist" "grinning cat face with smiling eyes" 1
"raised fist" "grinning face with big eyes" 1
"raised fist" "pensive face" 2
"raised fist" "pleading face" 1
"raised fist" "purple heart" 1
"raised fist" "raised fist medium-dark skin tone" 1
"raised fist" "red heart" 1
"raised fist" "regional indicator symbol letter i" 1
"raised fist" rose 1
"raised fist" "smiling face with heart-eyes" 1
"raised fist" sparkles 1
"raised fist" "tired face" 1
"raised fist" "two hearts" 3
"raised fist dark skin tone" "hundred points" 1
"raised fist dark skin tone" "lion face" 1
"raised fist dark skin tone" "oncoming fist dark skin tone" 1
"raised fist dark skin tone" "red heart" 1
"raised fist light skin tone" "black heart" 1
"raised fist light skin tone" "pensive face" 3
"raised fist light skin tone" "raised fist medium-light skin tone" 1
"raised fist light skin tone" "red heart" 1
"raised fist light skin tone" "yellow heart" 1
"raised fist medium-dark skin tone" fire 1
"raised fist medium-dark skin tone" "raised fist dark skin tone" 2
"raised fist medium-dark skin tone" "raised fist medium-light skin tone" 1
"raised fist medium-dark skin tone" "red heart" 2
"raised fist medium-dark skin tone" rose 1
"raised fist medium-dark skin tone" sparkles 1
"raised fist medium-light skin tone" "raised fist medium skin tone" 2
"raised fist medium-light skin tone" "two hearts" 1
"raised fist medium skin tone" eyes 2
"raised fist medium skin tone" "folded hands medium skin tone" 1
"raised fist medium skin tone" "hundred points" 1
"raised fist medium skin tone" "raised fist medium-dark skin tone" 2
"raised fist medium skin tone" "regional indicator symbol letter u" 1
"raised fist medium skin tone" "sign of the horns medium-dark skin tone" 1
"raised fist medium skin tone" "speaking head" 1
"raised hand" dog 1
"raised hand" eyes 1
"raised hand" "loudly crying face" 1
"raised hand" package 1
"raised hand" "pleading face" 1
"raised hand" "sparkling heart" 1
"raised hand" "thinking face" 1
"raised hand" "up arrow" 1
"raised hand" "weary face" 1
"raised hand dark skin tone" "face with tears of joy" 1
"raised hand light skin tone" "raising hands light skin tone" 2
"raised hand medium skin tone" "sparkling heart" 1
"raising hands" "artist palette" 1
"raising hands" "backhand index pointing left" 1
"raising hands" "backhand index pointing right" 1
"raising hands" "ballot box with ballot" 1
"raising hands" "blue heart" 1
"raising hands" "clapping hands" 3
"raising hands" eyes 1
"raising hands" fire 7
"raising hands" "folded hands" 3
"raising hands" "folded hands light skin tone" 1
"raising hands" "framed picture" 2
"raising hands" "globe showing asia-australia" 1
"raising hands" "grinning face" 1
"raising hands" "growing heart" 1
"raising hands" "high voltage" 2
"raising hands" "hot beverage" 2
"raising hands" "hugging face" 2
"raising hands" "loudly crying face" 1
"raising hands" mushroom 1
"raising hands" "musical notes" 1
"raising hands" "ok hand light skin tone" 1
"raising hands" "person raising hand" 1
"raising hands" "rainbow flag" 1
"raising hands" "raised fist" 1
"raising hands" "red heart" 6
"raising hands" "regional indicator symbol letter u" 2
"raising hands" "relieved face" 1
"raising hands" "smiling face with 3 hearts" 2
"raising hands" "smiling face with heart-eyes" 4
"raising hands" "smiling face with smiling eyes" 2
"raising hands" "smiling face with sunglasses" 1
"raising hands" sparkles 4
"raising hands" "sparkling heart" 7
"raising hands" swan 1
"raising hands" "thumbs up" 1
"raising hands" "top arrow" 1
"raising hands" "two hearts" 2
"raising hands" "video camera" 1
"raising hands" "women with bunny ears" 1
"raising hands dark skin tone" "clapping hands medium-dark skin tone" 1
"raising hands dark skin tone" "face with steam from nose" 1
"raising hands dark skin tone" "loudly crying face" 1
"raising hands dark skin tone" "ok hand dark skin tone" 1
"raising hands dark skin tone" "raising hands light skin tone" 1
"raising hands dark skin tone" "smiling face with 3 hearts" 1
"raising hands light skin tone" "artist palette" 1
"raising hands light skin tone" "cat face" 1
"raising hands light skin tone" "clapping hands light skin tone" 1
"raising hands light skin tone" collision 1
"raising hands light skin tone" "drooling face" 1
"raising hands light skin tone" "face with tears of joy" 1
"raising hands light skin tone" fire 1
"raising hands light skin tone" "growing heart" 1
"raising hands light skin tone" "raising hands medium skin tone" 1
"raising hands light skin tone" "red heart" 2
"raising hands light skin tone" "regional indicator symbol letter u" 1
"raising hands light skin tone" "smiling face with heart-eyes" 3
"raising hands light skin tone" "smiling face with smiling eyes" 1
"raising hands light skin tone" sparkles 1
"raising hands light skin tone" syringe 1
"raising hands light skin tone" "winking face" 1
"raising hands medium-dark skin tone" "artist palette" 2
"raising hands medium-dark skin tone" "brown heart" 1
"raising hands medium-dark skin tone" "christmas tree" 1
"raising hands medium-dark skin tone" "crying face" 1
"raising hands medium-dark skin tone" fire 4
"raising hands medium-dark skin tone" "folded hands medium-dark skin tone" 5
"raising hands medium-dark skin tone" "glowing star" 1
"raising hands medium-dark skin tone" "high voltage" 2
"raising hands medium-dark skin tone" "hugging face" 1
"raising hands medium-dark skin tone" "hundred points" 2
"raising hands medium-dark skin tone" "loudly crying face" 1
"raising hands medium-dark skin tone" "ok hand medium-dark skin tone" 1
"raising hands medium-dark skin tone" "red heart" 1
"raising hands medium-dark skin tone" "regional indicator symbol letter p" 1
"raising hands medium-dark skin tone" "smiling face with 3 hearts" 1
"raising hands medium-dark skin tone" sparkles 1
"raising hands medium-light skin tone" "christmas tree" 1
"raising hands medium-light skin tone" "clapping hands medium-light skin tone" 2
"raising hands medium-light skin tone" "clinking glasses" 1
"raising hands medium-light skin tone" crown 1
"raising hands medium-light skin tone" fire 1
"raising hands medium-light skin tone" "green heart" 2
"raising hands medium-light skin tone" "hundred points" 1
"raising hands medium-light skin tone" ogre 1
"raising hands medium-light skin tone" paintbrush 1
"raising hands medium-light skin tone" "party popper" 1
"raising hands medium-light skin tone" "partying face" 1
"raising hands medium-light skin tone" pretzel 1
"raising hands medium-light skin tone" "purple heart" 1
"raising hands medium-light skin tone" "raising hands medium-dark skin tone" 1
"raising hands medium-light skin tone" "red heart" 3
"raising hands medium-light skin tone" "smiling cat face with heart-eyes" 1
"raising hands medium-light skin tone" "smiling face with horns" 1
"raising hands medium-light skin tone" sparkles 1
"raising hands medium-light skin tone" "sparkling heart" 1
"raising hands medium-light skin tone" "woman dancing" 1
"raising hands medium skin tone" basketball 1
"raising hands medium skin tone" "black heart" 1
"raising hands medium skin tone" "clapping hands medium skin tone" 1
"raising hands medium skin tone" fire 2
"raising hands medium skin tone" "folded hands medium skin tone" 2
"raising hands medium skin tone" "pig face" 1
"raising hands medium skin tone" "raising hands light skin tone" 1
"raising hands medium skin tone" "red heart" 2
"raising hands medium skin tone" "round pushpin" 1
"raising hands medium skin tone" syringe 1
"raising hands medium skin tone" "victory hand medium skin tone" 1
"raising hands medium skin tone" "white heavy check mark" 1
rat "beaming face with smiling eyes" 1
rat "black heart" 1
rat "blue circle" 1
rat castle 1
rat "cheese wedge" 1
rat "face with tears of joy" 1
rat "guide dog" 1
rat strawberry 1
"record button" droplet 1
"record button" "eject button" 2
"recycling symbol" "face without mouth" 1
"recycling symbol" "rainbow flag" 1
"recycling symbol" "red heart" 3
"red apple" "artist palette" 1
"red apple" books 1
"red apple" "cross mark" 1
"red apple" "crossed swords" 1
"red apple" "fallen leaf" 1
"red apple" "green apple" 2
"red apple" "green heart" 1
"red apple" "mobile phone with arrow" 1
"red apple" pencil 1
"red apple" snake 1
"red apple" strawberry 1
"red circle" "artist palette" 1
"red circle" "blue circle" 2
"red circle" "flexed biceps" 1
"red circle" "heavy minus sign" 1
"red circle" "santa claus light skin tone" 1
"red circle" "small orange diamond" 1
"red circle" sparkles 2
"red circle" "white circle" 2
"red circle" "winking face" 1
"red heart" "american football" 1
"red heart" anchor 2
"red heart" "artist palette" 21
"red heart" "backhand index pointing down" 1
"red heart" "backhand index pointing down light skin tone" 2
"red heart" "baguette bread" 1
"red heart" "ballot box with check" 1
"red heart" "beaming face with smiling eyes" 10
"red heart" "bear face" 3
"red heart" "beating heart" 7
"red heart" bird 1
"red heart" "birthday cake" 2
"red heart" "black heart" 59
"red heart" blossom 2
"red heart" "blue heart" 31
"red heart" bomb 1
"red heart" books 1
"red heart" "bottle with popping cork" 3
"red heart" bouquet 3
"red heart" "bride with veil" 1
"red heart" "broken heart" 1
"red heart" "bust in silhouette" 2
"red heart" butterfly 3
"red heart" "call me hand" 1
"red heart" "call me hand light skin tone" 1
"red heart" camera 4
"red heart" "camera with flash" 2
"red heart" "cherry blossom" 5
"red heart" "chocolate bar" 1
"red heart" "christmas tree" 1
"red heart" "circus tent" 2
"red heart" "clapping hands" 3
"red heart" "clapping hands light skin tone" 4
"red heart" "clapping hands medium-dark skin tone" 1
